Tank Name,Statistic,Value,nation
ikv-90-b,Reload time (sec),7.09,Sweden
ikv-90-b,Rate of fire (rnds/min),8.46,Sweden
ikv-90-b,Aim time (sec),1.92,Sweden
ikv-90-b,Dispersion,0.31,Sweden
ikv-90-b,… damaged,0.61,Sweden
ikv-90-b,Dispersion factors,,Sweden
ikv-90-b,… moving (+),0.24,Sweden
ikv-90-b,… tank traverse (+),0.24,Sweden
ikv-90-b,… turret traverse (+),0.12,Sweden
ikv-90-b,… after firing (+),3.50,Sweden
ikv-90-b,… damaged (×),2,Sweden
ikv-90-b,Damage vs. modules,122,Sweden
ikv-90-b,Caliber (mm),90,Sweden
ikv-90-b,Shell velocity (m/s),"1,275",Sweden
ikv-90-b,Max range (m),720,Sweden
ikv-90-b,Ammo capacity,48,Sweden
ikv-90-b,Potential damage,"11,520",Sweden
ikv-90-b,Shell cost,390,Sweden
ikv-90-b,Top speed (km/h),65,Sweden
ikv-90-b,Reverse speed (km/h),20,Sweden
ikv-90-b,Power (hp),270 310,Sweden
ikv-90-b,Power/weight (hp/t),20.05,Sweden
ikv-90-b,Tank traverse (°/sec),31.29,Sweden
ikv-90-b,Effective top speed,,Sweden
ikv-90-b,… hard (km/h),50.88,Sweden
ikv-90-b,… medium (km/h),43.61,Sweden
ikv-90-b,… soft (km/h),26.54,Sweden
ikv-90-b,Effective traverse,,Sweden
ikv-90-b,… hard (°/sec),31.60,Sweden
ikv-90-b,… medium (°/sec),27.08,Sweden
ikv-90-b,… soft (°/sec),16.48,Sweden
ikv-90-b,Terrain resistance,,Sweden
ikv-90-b,… hard (rad⁻¹),1.44,Sweden
ikv-90-b,… medium (rad⁻¹),1.68,Sweden
ikv-90-b,… soft (rad⁻¹),2.76,Sweden
ikv-90-b,Gun elevation (°),12,Sweden
ikv-90-b,Gun depression (°),10,Sweden
ikv-90-b,Gun traverse (°/sec),12,Sweden
ikv-90-b,Gun traverse range (°),-20 / 20,Sweden
ikv-90-b,Turret traverse (°/sec),20.86,Sweden
ikv-90-b,Hull armor (mm),15 / 12 / 12,Sweden
ikv-90-b,Turret armor (mm),0 / 0 / 0,Sweden
ikv-90-b,Track armor (mm),10,Sweden
ikv-90-b,Health,800,Sweden
ikv-90-b,Engine health,160,Sweden
ikv-90-b,Track health,140,Sweden
ikv-90-b,… repaired,60,Sweden
ikv-90-b,… repair time (sec),10.03,Sweden
ikv-90-b,Ammo rack health,200,Sweden
ikv-90-b,Fuel tank health,150,Sweden
ikv-90-b,Max load (kg),"16,000",Sweden
ikv-90-b,Total weight (kg),"13,465",Sweden
ikv-90-b,Stationary camo (%),22.06 / 4.96,Sweden
ikv-90-b,Moving camo (%),13.22 / 2.98,Sweden
ikv-90-b,View range (m),340,Sweden
ikv-90-b,Radio range (m),615,Sweden
ikv-90-b,Fire chance,15%,Sweden
ikv-90-b,Tank cost,"1,420,000",Sweden
leo,DPM,"1,668.80",Sweden
leo,Damage,300,Sweden
leo,Penetration (mm),155,Sweden
leo,… at 500m (mm),142,Sweden
leo,Reload time (sec),10.79,Sweden
leo,Rate of fire (rnds/min),5.56,Sweden
leo,Aim time (sec),2.88,Sweden
leo,Dispersion,0.40,Sweden
leo,… damaged,0.81,Sweden
leo,Dispersion factors,,Sweden
leo,… moving (+),0.18,Sweden
leo,… tank traverse (+),0.18,Sweden
leo,… turret traverse (+),0.12,Sweden
leo,… after firing (+),3.50,Sweden
leo,… damaged (×),2,Sweden
leo,Damage vs. modules,150,Sweden
leo,Caliber (mm),105,Sweden
leo,Shell velocity (m/s),785,Sweden
leo,Max range (m),720,Sweden
leo,Ammo capacity,35,Sweden
leo,Potential damage,"10,500",Sweden
leo,Shell cost,315,Sweden
leo,Top speed (km/h),60,Sweden
leo,Reverse speed (km/h),20,Sweden
leo,Power (hp),500,Sweden
leo,Power/weight (hp/t),19.75,Sweden
leo,Tank traverse (°/sec),39.63,Sweden
leo,Effective top speed,,Sweden
leo,… hard (km/h),60,Sweden
leo,… medium (km/h),54.68,Sweden
leo,… soft (km/h),35.38,Sweden
leo,Effective traverse,,Sweden
leo,… hard (°/sec),47.72,Sweden
leo,… medium (°/sec),43.38,Sweden
leo,… soft (°/sec),28.07,Sweden
leo,Terrain resistance,,Sweden
leo,… hard (rad⁻¹),1.20,Sweden
leo,… medium (rad⁻¹),1.32,Sweden
leo,… soft (rad⁻¹),2.04,Sweden
leo,Gun elevation (°),15,Sweden
leo,Gun depression (°),10,Sweden
leo,Gun traverse (°/sec),33.25,Sweden
leo,Gun traverse range (°),-180 / 180,Sweden
leo,Turret traverse (°/sec),35.46,Sweden
leo,Hull armor (mm),70 / 30 / 20,Sweden
leo,Turret armor (mm),70 / 30 / 20,Sweden
leo,Track armor (mm),20,Sweden
leo,Health,"1,100",Sweden
leo,Engine health,247,Sweden
leo,Track health,140,Sweden
leo,… repaired,60,Sweden
leo,… repair time (sec),10.03,Sweden
leo,Ammo rack health,200,Sweden
leo,Fuel tank health,150,Sweden
leo,Max load (kg),"28,000",Sweden
leo,Total weight (kg),"25,311",Sweden
leo,Stationary camo (%),15.62 / 3.09,Sweden
leo,Moving camo (%),11.68 / 2.31,Sweden
leo,View range (m),370,Sweden
leo,Radio range (m),710,Sweden
leo,Fire chance,20%,Sweden
leo,Tank cost,"1,410,000",Sweden
udes-03,DPM,"2,086",Sweden
udes-03,Damage,390,Sweden
udes-03,Penetration (mm),288,Sweden
udes-03,… at 500m (mm),278,Sweden
udes-03,Reload time (sec),11.22,Sweden
udes-03,Rate of fire (rnds/min),5.35,Sweden
udes-03,Aim time (sec),2.94,Sweden
udes-03,Dispersion,0.34,Sweden
udes-03,… damaged,0.69,Sweden
udes-03,Dispersion factors,,Sweden
udes-03,… moving (+),0.30,Sweden
udes-03,… tank traverse (+),0.20,Sweden
udes-03,… turret traverse (+),0.20,Sweden
udes-03,… after firing (+),3,Sweden
udes-03,… damaged (×),2,Sweden
udes-03,Damage vs. modules,150,Sweden
udes-03,Caliber (mm),105,Sweden
udes-03,Shell velocity (m/s),"1,385",Sweden
udes-03,Max range (m),720,Sweden
udes-03,Ammo capacity,40,Sweden
udes-03,Potential damage,"15,600",Sweden
udes-03,Shell cost,"1,160",Sweden
udes-03,Top speed (km/h),70,Sweden
udes-03,Reverse speed (km/h),50,Sweden
udes-03,Power (hp),540 550,Sweden
udes-03,Power/weight (hp/t),25.89,Sweden
udes-03,Tank traverse (°/sec),29.20,Sweden
udes-03,Effective top speed,,Sweden
udes-03,… hard (km/h),60.63,Sweden
udes-03,… medium (km/h),56.30,Sweden
udes-03,… soft (km/h),32.84,Sweden
udes-03,Effective traverse,,Sweden
udes-03,… hard (°/sec),30.29,Sweden
udes-03,… medium (°/sec),28.13,Sweden
udes-03,… soft (°/sec),16.41,Sweden
udes-03,Terrain resistance,,Sweden
udes-03,… hard (rad⁻¹),1.56,Sweden
udes-03,… medium (rad⁻¹),1.68,Sweden
udes-03,… soft (rad⁻¹),2.88,Sweden
udes-03,Gun elevation (°),20,Sweden
udes-03,Gun depression (°),0,Sweden
udes-03,Gun traverse (°/sec),12,Sweden
udes-03,Gun traverse range (°),-2 / 2,Sweden
udes-03,Turret traverse (°/sec),16.34,Sweden
udes-03,Hull armor (mm),20 / 20 / 20,Sweden
udes-03,Turret armor (mm),0 / 0 / 0,Sweden
udes-03,Track armor (mm),20,Sweden
udes-03,Health,"1,000",Sweden
udes-03,Engine health,360,Sweden
udes-03,Track health,220,Sweden
udes-03,… repaired,70,Sweden
udes-03,… repair time (sec),12.29,Sweden
udes-03,Ammo rack health,240,Sweden
udes-03,Fuel tank health,175,Sweden
udes-03,Max load (kg),"24,000",Sweden
udes-03,Total weight (kg),"20,860",Sweden
udes-03,Stationary camo (%),26.11 / 5.17,Sweden
udes-03,Moving camo (%),15.68 / 3.10,Sweden
udes-03,View range (m),350,Sweden
udes-03,Radio range (m),886.55,Sweden
udes-03,Fire chance,10%,Sweden
udes-03,Tank cost,"2,620,000",Sweden
emil-i,DPM,"1,998.04",Sweden
emil-i,Damage,360,Sweden
emil-i,Penetration (mm),217,Sweden
emil-i,… at 500m (mm),200,Sweden
emil-i,Reload time (sec),26.43,Sweden
emil-i,Rate of fire (rnds/min),5.55,Sweden
emil-i,Clip size,3,Sweden
emil-i,Clip damage,"1,080 / 6s",Sweden
emil-i,Intra-clip reload,3,Sweden
emil-i,Aim time (sec),3.07,Sweden
emil-i,Dispersion,0.36,Sweden
emil-i,… damaged,0.73,Sweden
emil-i,Dispersion factors,,Sweden
emil-i,… moving (+),0.26,Sweden
emil-i,… tank traverse (+),0.26,Sweden
emil-i,… turret traverse (+),0.16,Sweden
emil-i,… after firing (+),4,Sweden
emil-i,… damaged (×),2,Sweden
emil-i,Damage vs. modules,150,Sweden
emil-i,Caliber (mm),105,Sweden
emil-i,Shell velocity (m/s),"1,080",Sweden
emil-i,Max range (m),720,Sweden
emil-i,Ammo capacity,57,Sweden
emil-i,Potential damage,"20,520",Sweden
emil-i,Shell cost,690,Sweden
emil-i,Top speed (km/h),50,Sweden
emil-i,Reverse speed (km/h),16,Sweden
emil-i,Power (hp),380,Sweden
emil-i,Power/weight (hp/t),13.19,Sweden
emil-i,Tank traverse (°/sec),27.12,Sweden
emil-i,Effective top speed,,Sweden
emil-i,… hard (km/h),33.48,Sweden
emil-i,… medium (km/h),30.90,Sweden
emil-i,… soft (km/h),19.13,Sweden
emil-i,Effective traverse,,Sweden
emil-i,… hard (°/sec),30.84,Sweden
emil-i,… medium (°/sec),28.47,Sweden
emil-i,… soft (°/sec),17.62,Sweden
emil-i,Terrain resistance,,Sweden
emil-i,… hard (rad⁻¹),1.44,Sweden
emil-i,… medium (rad⁻¹),1.56,Sweden
emil-i,… soft (rad⁻¹),2.52,Sweden
emil-i,Gun elevation (°),15,Sweden
emil-i,Gun depression (°),12,Sweden
emil-i,Gun traverse (°/sec),35,Sweden
emil-i,Gun traverse range (°),-180 / 180,Sweden
emil-i,Turret traverse (°/sec),20.86,Sweden
emil-i,Hull armor (mm),100 / 35 / 30,Sweden
emil-i,Turret armor (mm),180 / 35 / 20,Sweden
emil-i,Track armor (mm),30,Sweden
emil-i,Health,"1,400",Sweden
emil-i,Engine health,234,Sweden
emil-i,Track health,240,Sweden
emil-i,… repaired,70,Sweden
emil-i,… repair time (sec),12.03,Sweden
emil-i,Ammo rack health,240,Sweden
emil-i,Fuel tank health,175,Sweden
emil-i,Max load (kg),"32,000",Sweden
emil-i,Total weight (kg),"28,800",Sweden
emil-i,Stationary camo (%),6.55 / 1.30,Sweden
emil-i,Moving camo (%),3.25 / 0.64,Sweden
emil-i,View range (m),360,Sweden
emil-i,Radio range (m),850,Sweden
emil-i,Fire chance,20%,Sweden
emil-i,Tank cost,"2,540,000",Sweden
udes-14-5,DPM,"1,918.64",Sweden
udes-14-5,Damage,360,Sweden
udes-14-5,Penetration (mm),217,Sweden
udes-14-5,… at 500m (mm),201,Sweden
udes-14-5,Reload time (sec),11.26,Sweden
udes-14-5,Rate of fire (rnds/min),5.33,Sweden
udes-14-5,Aim time (sec),2.01,Sweden
udes-14-5,Dispersion,0.36,Sweden
udes-14-5,… damaged,0.73,Sweden
udes-14-5,Dispersion factors,,Sweden
udes-14-5,… moving (+),0.20,Sweden
udes-14-5,… tank traverse (+),0.10,Sweden
udes-14-5,… turret traverse (+),0.10,Sweden
udes-14-5,… after firing (+),4,Sweden
udes-14-5,… damaged (×),2,Sweden
udes-14-5,Damage vs. modules,150,Sweden
udes-14-5,Caliber (mm),105,Sweden
udes-14-5,Shell velocity (m/s),"1,385",Sweden
udes-14-5,Max range (m),720,Sweden
udes-14-5,Ammo capacity,40,Sweden
udes-14-5,Potential damage,"14,400",Sweden
udes-14-5,Shell cost,705,Sweden
udes-14-5,Top speed (km/h),55,Sweden
udes-14-5,Reverse speed (km/h),20,Sweden
udes-14-5,Power (hp),550,Sweden
udes-14-5,Power/weight (hp/t),25,Sweden
udes-14-5,Tank traverse (°/sec),41.72,Sweden
udes-14-5,Effective top speed,,Sweden
udes-14-5,… hard (km/h),55,Sweden
udes-14-5,… medium (km/h),55,Sweden
udes-14-5,… soft (km/h),45.31,Sweden
udes-14-5,Effective traverse,,Sweden
udes-14-5,… hard (°/sec),42.29,Sweden
udes-14-5,… medium (°/sec),35.79,Sweden
udes-14-5,… soft (°/sec),22.15,Sweden
udes-14-5,Terrain resistance,,Sweden
udes-14-5,… hard (rad⁻¹),1.05,Sweden
udes-14-5,… medium (rad⁻¹),1.25,Sweden
udes-14-5,… soft (rad⁻¹),2.01,Sweden
udes-14-5,Gun elevation (°),20 + 6,Sweden
udes-14-5,Gun depression (°),6 + 6,Sweden
udes-14-5,Gun traverse (°/sec),20,Sweden
udes-14-5,Gun traverse range (°),-180 / 180,Sweden
udes-14-5,Turret traverse (°/sec),35.46,Sweden
udes-14-5,Siege enabled (km/h),10,Sweden
udes-14-5,Siege disabled (km/h),19,Sweden
udes-14-5,Hull armor (mm),35 / 35 / 10,Sweden
udes-14-5,Turret armor (mm),66 / 30 / 20,Sweden
udes-14-5,Track armor (mm),20,Sweden
udes-14-5,Health,"1,400",Sweden
udes-14-5,Engine health,285,Sweden
udes-14-5,Track health,200,Sweden
udes-14-5,… repaired,70,Sweden
udes-14-5,… repair time (sec),10.03,Sweden
udes-14-5,Ammo rack health,220,Sweden
udes-14-5,Fuel tank health,175,Sweden
udes-14-5,Max load (kg),"24,000",Sweden
udes-14-5,Total weight (kg),"22,000",Sweden
udes-14-5,Stationary camo (%),17.33 / 3.43,Sweden
udes-14-5,Moving camo (%),13 / 2.57,Sweden
udes-14-5,View range (m),390,Sweden
udes-14-5,Radio range (m),850,Sweden
udes-14-5,Fire chance,12%,Sweden
udes-14-5,Tank cost,"2,510,000",Sweden
strv-103-0,DPM,"2,837.93",Sweden
strv-103-0,Damage,390,Sweden
strv-103-0,Penetration (mm),308,Sweden
strv-103-0,… at 500m (mm),298,Sweden
strv-103-0,Reload time (sec),8.25,Sweden
strv-103-0,Rate of fire (rnds/min),7.28,Sweden
strv-103-0,Aim time (sec),2.94,Sweden
strv-103-0,Dispersion,0.39,Sweden
strv-103-0,… damaged,0.78,Sweden
strv-103-0,Dispersion factors,,Sweden
strv-103-0,… moving (+),0.40,Sweden
strv-103-0,… tank traverse (+),0.10,Sweden
strv-103-0,… turret traverse (+),0.10,Sweden
strv-103-0,… after firing (+),18,Sweden
strv-103-0,… damaged (×),2,Sweden
strv-103-0,Damage vs. modules,150,Sweden
strv-103-0,Caliber (mm),105,Sweden
strv-103-0,Shell velocity (m/s),"1,500",Sweden
strv-103-0,Max range (m),720,Sweden
strv-103-0,Ammo capacity,50,Sweden
strv-103-0,Potential damage,"19,500",Sweden
strv-103-0,Shell cost,"1,160",Sweden
strv-103-0,Top speed (km/h),50,Sweden
strv-103-0,Reverse speed (km/h),45,Sweden
strv-103-0,Power (hp),634.37 600,Sweden
strv-103-0,Power/weight (hp/t),17.15,Sweden
strv-103-0,Tank traverse (°/sec),41.72,Sweden
strv-103-0,Effective top speed,,Sweden
strv-103-0,… hard (km/h),50,Sweden
strv-103-0,… medium (km/h),50,Sweden
strv-103-0,… soft (km/h),32.63,Sweden
strv-103-0,Effective traverse,,Sweden
strv-103-0,… hard (°/sec),43.71,Sweden
strv-103-0,… medium (°/sec),38.85,Sweden
strv-103-0,… soft (°/sec),21.85,Sweden
strv-103-0,Terrain resistance,,Sweden
strv-103-0,… hard (rad⁻¹),0.96,Sweden
strv-103-0,… medium (rad⁻¹),1.08,Sweden
strv-103-0,… soft (rad⁻¹),1.92,Sweden
strv-103-0,Gun elevation (°),1,Sweden
strv-103-0,Gun depression (°),1,Sweden
strv-103-0,Gun traverse (°/sec),5,Sweden
strv-103-0,Gun traverse range (°),-3 / 3,Sweden
strv-103-0,Turret traverse (°/sec),16.34,Sweden
strv-103-0,Hull armor (mm),40 / 30 / 30,Sweden
strv-103-0,Turret armor (mm),0 / 0 / 0,Sweden
strv-103-0,Track armor (mm),20,Sweden
strv-103-0,Health,"1,500",Sweden
strv-103-0,Engine health,400,Sweden
strv-103-0,Track health,240,Sweden
strv-103-0,… repaired,80,Sweden
strv-103-0,… repair time (sec),12.28,Sweden
strv-103-0,Ammo rack health,260,Sweden
strv-103-0,Fuel tank health,200,Sweden
strv-103-0,Max load (kg),"40,000",Sweden
strv-103-0,Total weight (kg),"37,000",Sweden
strv-103-0,Stationary camo (%),23.31 / 4.87,Sweden
strv-103-0,Moving camo (%),13.96 / 2.92,Sweden
strv-103-0,View range (m),360,Sweden
strv-103-0,Radio range (m),886.55,Sweden
strv-103-0,Fire chance,10%,Sweden
strv-103-0,Tank cost,"3,600,000",Sweden
emil-ii,DPM,"2,239.28",Sweden
emil-ii,Damage,440,Sweden
emil-ii,Penetration (mm),252,Sweden
emil-ii,… at 500m (mm),228,Sweden
emil-ii,Reload time (sec),29.37,Sweden
emil-ii,Rate of fire (rnds/min),5.09,Sweden
emil-ii,Clip size,3,Sweden
emil-ii,Clip damage,"1,320 / 6s",Sweden
emil-ii,Intra-clip reload,3,Sweden
emil-ii,Aim time (sec),2.68,Sweden
emil-ii,Dispersion,0.40,Sweden
emil-ii,… damaged,0.81,Sweden
emil-ii,Dispersion factors,,Sweden
emil-ii,… moving (+),0.25,Sweden
emil-ii,… tank traverse (+),0.25,Sweden
emil-ii,… turret traverse (+),0.18,Sweden
emil-ii,… after firing (+),3.50,Sweden
emil-ii,… damaged (×),2,Sweden
emil-ii,Damage vs. modules,165,Sweden
emil-ii,Caliber (mm),120,Sweden
emil-ii,Shell velocity (m/s),"1,000",Sweden
emil-ii,Max range (m),720,Sweden
emil-ii,Ammo capacity,48,Sweden
emil-ii,Potential damage,"21,120",Sweden
emil-ii,Shell cost,"1,015",Sweden
emil-ii,Top speed (km/h),40,Sweden
emil-ii,Reverse speed (km/h),12,Sweden
emil-ii,Power (hp),550,Sweden
emil-ii,Power/weight (hp/t),14.91,Sweden
emil-ii,Tank traverse (°/sec),31.29,Sweden
emil-ii,Effective top speed,,Sweden
emil-ii,… hard (km/h),34.91,Sweden
emil-ii,… medium (km/h),32.42,Sweden
emil-ii,… soft (km/h),19.73,Sweden
emil-ii,Effective traverse,,Sweden
emil-ii,… hard (°/sec),41.81,Sweden
emil-ii,… medium (°/sec),38.82,Sweden
emil-ii,… soft (°/sec),23.63,Sweden
emil-ii,Terrain resistance,,Sweden
emil-ii,… hard (rad⁻¹),1.56,Sweden
emil-ii,… medium (rad⁻¹),1.68,Sweden
emil-ii,… soft (rad⁻¹),2.76,Sweden
emil-ii,Gun elevation (°),8,Sweden
emil-ii,Gun depression (°),12,Sweden
emil-ii,Gun traverse (°/sec),26,Sweden
emil-ii,Gun traverse range (°),-180 / 180,Sweden
emil-ii,Turret traverse (°/sec),20.86,Sweden
emil-ii,Hull armor (mm),80 / 60 / 30,Sweden
emil-ii,Turret armor (mm),215 / 60 / 30,Sweden
emil-ii,Track armor (mm),30,Sweden
emil-ii,Health,"1,700",Sweden
emil-ii,Engine health,285,Sweden
emil-ii,Track health,250,Sweden
emil-ii,… repaired,80,Sweden
emil-ii,… repair time (sec),12.03,Sweden
emil-ii,Ammo rack health,260,Sweden
emil-ii,Fuel tank health,200,Sweden
emil-ii,Max load (kg),"40,000",Sweden
emil-ii,Total weight (kg),"36,900",Sweden
emil-ii,Stationary camo (%),5.98 / 1.08,Sweden
emil-ii,Moving camo (%),2.96 / 0.53,Sweden
emil-ii,View range (m),380,Sweden
emil-ii,Radio range (m),850,Sweden
emil-ii,Fire chance,15%,Sweden
emil-ii,Tank cost,"3,550,000",Sweden
udes-16,DPM,"2,343.44",Sweden
udes-16,Damage,390,Sweden
udes-16,Penetration (mm),234,Sweden
udes-16,… at 500m (mm),220,Sweden
udes-16,Reload time (sec),9.99,Sweden
udes-16,Rate of fire (rnds/min),6.01,Sweden
udes-16,Aim time (sec),2.11,Sweden
udes-16,Dispersion,0.35,Sweden
udes-16,… damaged,0.69,Sweden
udes-16,Dispersion factors,,Sweden
udes-16,… moving (+),0.20,Sweden
udes-16,… tank traverse (+),0.10,Sweden
udes-16,… turret traverse (+),0.10,Sweden
udes-16,… after firing (+),4,Sweden
udes-16,… damaged (×),2,Sweden
udes-16,Damage vs. modules,150,Sweden
udes-16,Caliber (mm),105,Sweden
udes-16,Shell velocity (m/s),"1,150",Sweden
udes-16,Max range (m),720,Sweden
udes-16,Ammo capacity,40,Sweden
udes-16,Potential damage,"15,600",Sweden
udes-16,Shell cost,"1,160",Sweden
udes-16,Top speed (km/h),50,Sweden
udes-16,Reverse speed (km/h),20,Sweden
udes-16,Power (hp),590,Sweden
udes-16,Power/weight (hp/t),21.07,Sweden
udes-16,Tank traverse (°/sec),47.98,Sweden
udes-16,Effective top speed,,Sweden
udes-16,… hard (km/h),50,Sweden
udes-16,… medium (km/h),50,Sweden
udes-16,… soft (km/h),36.45,Sweden
udes-16,Effective traverse,,Sweden
udes-16,… hard (°/sec),54.92,Sweden
udes-16,… medium (°/sec),49.92,Sweden
udes-16,… soft (°/sec),24.96,Sweden
udes-16,Terrain resistance,,Sweden
udes-16,… hard (rad⁻¹),0.96,Sweden
udes-16,… medium (rad⁻¹),1.05,Sweden
udes-16,… soft (rad⁻¹),2.11,Sweden
udes-16,Gun elevation (°),15 + 7,Sweden
udes-16,Gun depression (°),5 + 7,Sweden
udes-16,Gun traverse (°/sec),20,Sweden
udes-16,Gun traverse range (°),-180 / 180,Sweden
udes-16,Turret traverse (°/sec),38.59,Sweden
udes-16,Siege enabled (km/h),10,Sweden
udes-16,Siege disabled (km/h),19,Sweden
udes-16,Hull armor (mm),45 / 40 / 20,Sweden
udes-16,Turret armor (mm),70 / 40 / 20,Sweden
udes-16,Track armor (mm),20,Sweden
udes-16,Health,"1,650",Sweden
udes-16,Engine health,360,Sweden
udes-16,Track health,240,Sweden
udes-16,… repaired,80,Sweden
udes-16,… repair time (sec),8.02,Sweden
udes-16,Ammo rack health,220,Sweden
udes-16,Fuel tank health,200,Sweden
udes-16,Max load (kg),"33,000",Sweden
udes-16,Total weight (kg),"28,000",Sweden
udes-16,Stationary camo (%),16.86 / 3.52,Sweden
udes-16,Moving camo (%),12.63 / 2.64,Sweden
udes-16,View range (m),390,Sweden
udes-16,Radio range (m),850,Sweden
udes-16,Fire chance,10%,Sweden
udes-16,Tank cost,"3,480,000",Sweden
strv-103b,DPM,"3,486.60",Sweden
strv-103b,Damage,390,Sweden
strv-103b,Penetration (mm),308,Sweden
strv-103b,… at 500m (mm),298,Sweden
strv-103b,Reload time (sec),6.71,Sweden
strv-103b,Rate of fire (rnds/min),8.94,Sweden
strv-103b,Aim time (sec),2.94,Sweden
strv-103b,Dispersion,0.29,Sweden
strv-103b,… damaged,0.59,Sweden
strv-103b,Dispersion factors,,Sweden
strv-103b,… moving (+),0.40,Sweden
strv-103b,… tank traverse (+),0.10,Sweden
strv-103b,… turret traverse (+),0.05,Sweden
strv-103b,… after firing (+),18,Sweden
strv-103b,… damaged (×),2,Sweden
strv-103b,Damage vs. modules,150,Sweden
strv-103b,Caliber (mm),105,Sweden
strv-103b,Shell velocity (m/s),"1,500",Sweden
strv-103b,Max range (m),720,Sweden
strv-103b,Ammo capacity,50,Sweden
strv-103b,Potential damage,"19,500",Sweden
strv-103b,Shell cost,"1,160",Sweden
strv-103b,Top speed (km/h),50,Sweden
strv-103b,Reverse speed (km/h),45,Sweden
strv-103b,Power (hp),860 730,Sweden
strv-103b,Power/weight (hp/t),21.34,Sweden
strv-103b,Tank traverse (°/sec),36.50,Sweden
strv-103b,Effective top speed,,Sweden
strv-103b,… hard (km/h),50,Sweden
strv-103b,… medium (km/h),50,Sweden
strv-103b,… soft (km/h),40.61,Sweden
strv-103b,Effective traverse,,Sweden
strv-103b,… hard (°/sec),34.68,Sweden
strv-103b,… medium (°/sec),30.83,Sweden
strv-103b,… soft (°/sec),17.34,Sweden
strv-103b,Terrain resistance,,Sweden
strv-103b,… hard (rad⁻¹),0.96,Sweden
strv-103b,… medium (rad⁻¹),1.08,Sweden
strv-103b,… soft (rad⁻¹),1.92,Sweden
strv-103b,Gun elevation (°),1,Sweden
strv-103b,Gun depression (°),1,Sweden
strv-103b,Gun traverse (°/sec),5,Sweden
strv-103b,Gun traverse range (°),-3 / 3,Sweden
strv-103b,Turret traverse (°/sec),16.34,Sweden
strv-103b,Hull armor (mm),40 / 30 / 30,Sweden
strv-103b,Turret armor (mm),0 / 0 / 0,Sweden
strv-103b,Track armor (mm),20,Sweden
strv-103b,Health,"1,800",Sweden
strv-103b,Engine health,400,Sweden
strv-103b,Track health,250,Sweden
strv-103b,… repaired,80,Sweden
strv-103b,… repair time (sec),11.4,Sweden
strv-103b,Ammo rack health,260,Sweden
strv-103b,Fuel tank health,200,Sweden
strv-103b,Max load (kg),"43,000",Sweden
strv-103b,Total weight (kg),"40,300",Sweden
strv-103b,Stationary camo (%),23.03 / 4.81,Sweden
strv-103b,Moving camo (%),13.79 / 2.88,Sweden
strv-103b,View range (m),360,Sweden
strv-103b,Radio range (m),886.55,Sweden
strv-103b,Fire chance,10%,Sweden
strv-103b,Tank cost,"6,100,000",Sweden
kranvagn,DPM,"2,642.35",Sweden
kranvagn,Damage,440,Sweden
kranvagn,Penetration (mm),252,Sweden
kranvagn,… at 500m (mm),228,Sweden
kranvagn,Reload time (sec),24.47,Sweden
kranvagn,Rate of fire (rnds/min),6.01,Sweden
kranvagn,Clip size,3,Sweden
kranvagn,Clip damage,"1,320 / 5.5s",Sweden
kranvagn,Intra-clip reload,2.75,Sweden
kranvagn,Aim time (sec),2.40,Sweden
kranvagn,Dispersion,0.38,Sweden
kranvagn,… damaged,0.77,Sweden
